diggCount,followerCount,followingCount,heartCount,videoCount,commentSetting,downloadSetting,duetSetting,nickname,openFavorite,signature,stitchSetting,uniqueId,verified,fake
326,1,521,0,0,0,0,0,Tik Toker,False,No bio yet,0,tapycomylureze,False,True
335,4,521,0,0,0,0,0,Tik Toker,False,No bio yet,0,ralucujusywobe,False,True
325,2,734,0,0,0,0,0,Tik Toker,False,No bio yet,0,ygelycomufyky,False,True
31200,5037,678,326600,52,0,0,0,🌸Dipendra Dahal🌼,False,"Welcome to Football Lover’s ♥️⚽️♥️
🤴“MESSI”🇦🇷♻️& “NJR”🇧🇷🌐
🏟️Especially🏟️",0,dipendradahal83,False,False
377,1,526,0,0,0,0,0,Tik Toker,False,No bio yet,0,quxejilekad735,False,True
356,2,656,0,0,0,0,0,Tik Toker,False,No bio yet,0,nijoryvafubova,False,True
292,1,747,0,0,0,0,0,Tik Toker,False,No bio yet,0,vowygerobude361,False,True
1,8,25,0,0,0,3,1,Amelia Gentile,False,"Lasse dich inspirieren und sei inspirierend. Lebe mit Leidenschaft, lebe musical.ly",1,ameliaegio,False,False
393,1,512,0,0,0,0,0,Tik Toker,False,No bio yet,0,onopibogecove,False,True
352,0,740,0,0,0,0,0,Tik Toker,False,No bio yet,0,azytijuvuwefe,False,True
349,0,616,0,0,0,0,0,Tik Toker,False,No bio yet,0,vybugodorujik,False,True
2443,485,558,43,2,0,0,0,Ursula de Pasquale,False,love my life,0,usrilan,False,False
407,3,729,1,0,0,0,0,Tik Toker,False,No bio yet,0,acybapimeqywij,False,True
1,200,0,1594,5,0,0,0,זה כמו בפרק הזה ב-״השמיניה״ ♾️,False,זה כמו בפרק הזה ב-״השמיניה״ ♾️,0,like_hashminiya_episodes,False,False
1931,2264,116,226800,12,0,0,0,BE⚡️BA           🫗,False,🫶🏿,0,beibarys_abilda,False,False
1720,830900,101,16300000,2460,0,0,0,Lorenzo Jovanotti,False,Profilo ufficiale Lorenzo Jovanotti Cherubini,0,lorenzojova,True,False
0,663,6919,0,0,0,0,0,axi6186777,False,,0,axi6186777,False,False
450,0,649,0,0,0,0,0,Tik Toker,False,No bio yet,0,efifamatoqyro,False,True
1913,6471,978,84700,11,0,3,3,𝐀𝐱𝐞𝐥 𝐇𝐞𝐫𝐧𝐚𝐧𝐝𝐞𝐳,False,"🥷🏻
𝖡𝖺𝗋𝖼𝖾𝗅𝗈𝗇𝖺📍",3,axelhernandez2118,False,False
64,176,293,127,6,0,0,0,naianemartins90,False,,0,naianemartins90,False,False
73000,889,912,12100,2761,0,0,0,clementesantorie5,False,,0,clementesantorie5,False,False
761,139,371,29,3,0,0,0,꧁ঔৣ☬✞𝓓𝖔𝖓✞☬ঔৣ꧂,False,"""Per ogni⌚minuto che passi😡arrabbiato perdi sessanta secondi⌚di felicità😊""",0,peppebaldares,False,False
839,327,1832,0,0,0,0,0,Rosa Napolitano,False,,0,rosanapolitano5,False,False
0,1,536,0,11,0,0,0,orcorkerofon,False,,0,orcorkerofon,False,True
9270,450,1382,1633,277,0,0,0,@marianonapoli3,False,,0,nazzaromafiano,False,False
12500,647,89,62800,8,0,0,0,Glen GH,False,,0,glengh24,False,False
13100,4875,97,738800,129,0,0,0,MMALOCAL,False,,0,mma_local,False,False
6754,8110,130,328400,275,0,0,0,Camilla 📚,False,"CEO di disavventure agli esami 📚
💌 cipocamy@gmail.com",0,chiaramilla01,False,False
354,2,722,0,0,0,0,0,Tik Toker,False,No bio yet,0,somutagikuf424,False,True
0,4,238,1,0,0,0,0,Tik Toker,False,No bio yet,0,goolobsbusvater,False,True
0,0,527,1,11,0,0,0,elliostalsinra,False,,0,elliostalsinra,False,True
488,2389,24,68000,39,0,0,0,ilpwil,False,"نحن نعشق مدريد من اجل شعار وليس من اجل البطولات ⚽️🤍
هلا مدريد 🤍🤍",0,ilpwil_edit,False,False
481,1,565,0,0,0,0,0,Tik Toker,False,No bio yet,0,xohixijudo603,False,True
339,36,7754,0,0,0,0,0,user17787891669,True,No bio yet,0,jynwavy0333qxza,False,True
295,0,573,0,0,0,0,0,Tik Toker,False,No bio yet,0,hulawexykybohi,False,True
20900,504,69,72600,12,0,0,0,Χριστίνα Γεράκη,False,Nutrition & Dietetics 👩🏽‍🎓,0,christina.gerakh_,False,False
1030,458,468,692,70,0,0,0,gian,False,,0,gian.1926,False,False
524,1,539,0,0,0,0,0,Tik Toker,False,No bio yet,0,rutupuxanox235,False,True
271,0,554,0,0,0,0,0,Tik Toker,False,No bio yet,0,zegogopuvy922,False,True
10600,316900,516,3600000,216,0,0,0,Ana Marrero,False,"Heretics Ana. Streamer en Twitch
📍Madrid 🇮🇨",0,anamarreroph,True,False
0,7,277,0,0,0,0,0,Tik Toker,False,No bio yet,0,niepabackkemul,False,True
11,1989,4,285100,95,0,0,0,Hunterhealth,False,"Get ya waist snatched, Easy health tips, no toxic “gym everyday” content",0,hunterhealtlifestyle,False,False
23,105,85,60,14,0,0,0,marghess❤️,False,,0,margherega,False,False
914,725,3882,0,0,0,0,0,albertodalia796,False,,0,albertodalia796,False,False
238,3,675,0,0,0,0,0,Tik Toker,False,No bio yet,0,avitoqyxigyd768,False,True
95100,7094,312,392700,148,0,0,0,Africaneditor,False,"16
$1 a edit
Cashapp ($kaiunmatched)",0,wtwsev,False,False
356,1,688,0,0,0,0,0,Tik Toker,False,No bio yet,0,henyjysavemuny,False,True
1113,307,593,333,27,0,0,0,gigantevichingo,False,"la vita va sempre avanti nel male, è nel bene,non bisogna mai fermarsi.",0,gigantevichingo,False,False
485,0,516,0,0,0,0,0,Tik Toker,False,No bio yet,0,oxehuruhecezub,False,True
328,1,682,0,0,0,0,0,Tik Toker,False,No bio yet,0,enikurupefuh889,False,True
4762,180,307,133,5,0,0,0,girolamo,False,,0,forsesiforseno5,False,False
246,4124,1,85300,36,0,0,0,Vivian888,False,More Fun Kids Toys 👇,0,wanglpbd81m,False,False
106,95,315,40,16,0,0,0,user7721605269612,False,,0,user7721605269612fernand,False,False
330,84,9676,0,0,0,0,0,ESTELLE,True,,0,wubqzuj5383537wxs,False,True
1738,61,7985,0,0,0,0,0,MAGGIE,True,,0,finpfib414888umknbt,False,True
1142,64,72,94,8,0,0,0,it's saYem 420,True,"♦️♦️
◢◤❀◥◣
◥◣☸◢◤
☬₳₮₮ł₮ɄĐɆ ฿ØɎ☬
◢◤◢◤☸◥◣◥◣",0,sayemt6,False,False
265,0,539,102,0,0,0,0,Tik Toker,False,No bio yet,0,vaginihoruc175,False,True
525,335,1726,0,0,0,0,0,Giuseppe Piccolo45,False,,0,giuseppepiccolo451,False,False
142,11400,77,220500,6,0,0,0,ae.swayz,False,here we go again.,0,ae.swayz,False,False
4747,6541,105,256700,25,0,0,0,merlinmagicboy,False,"Road to 10K 
likes and share
don't like boom❤️💣",0,merlinmagicboy,False,False
16500,160,249,2367,178,0,0,0,SoniaRaimondi.com,False,"Digital nomad, I work and travel around the world, follow me and enjoy my videos",0,soniaraimonditravel,False,False
420,0,733,0,0,0,0,0,Tik Toker,False,No bio yet,0,ogucukepaziz380,False,True
0,4,518,0,11,0,0,0,raisiostaburmen,False,,0,raisiostaburmen,False,True
298,0,630,0,0,0,0,0,Tik Toker,False,No bio yet,0,vyxigyjaxi795,False,True
273,0,509,0,0,0,0,0,Tik Toker,False,No bio yet,0,igizotynogywuv,False,True
1544,524,337,1377,170,0,0,0,crisciada,False,,0,crisciada,False,False
393,74,9950,0,0,0,0,0,brhgoetd3233454qfuclz,True,,0,brhgoetd3233454qfuclz,False,True
2,995,2,0,0,0,0,0,nellodonnarumma85,False,,0,nellodonnarumma85,False,False
1018,689,1186,17,1,0,0,0,giuseppina812,False,,0,giuseppina812,False,False
13,4800000,1,40300000,336,0,0,0,Fabrizio Romano,False,Here we go!,0,fabrizioromano,True,False
2440,147,18,771,114,0,0,0,shihab,False,,0,user7168511306605shihab,False,False
399,0,523,0,0,0,0,0,Tik Toker,False,No bio yet,0,isypopalugadug,False,True
409,938,1524,257,41,0,0,0,Gugamirotadze123456?,False,,0,mirotxqojjb,False,False
0,11,0,0,0,0,0,0,oseiasfrias0,False,,0,oseiasfrias0,False,False
310,2,546,0,0,0,0,0,Tik Toker,False,No bio yet,0,adugicubaq610,False,True
0,6,254,0,0,0,0,0,Tik Toker,False,No bio yet,0,liftlistfoproke,False,True
564,154,111,24,1,0,0,0,Maddalena Dalia321,False,,0,maddalenadalia321,False,False
3986,834,152,45000,15,0,0,3,Unaiger,False,"De chill 🤙
ig: unaiisl",3,unaiger,False,False
76,355,341,0,0,0,0,0,Gaetano Rossi351,False,,0,gaetanorossi7,False,False
16500,858,2635,65,2,0,0,0,Colonna Luigi,False,,0,colonnaluigi,False,False
9481,675,4441,169,13,1,3,3,109Hundebande,False,,3,ben098765432112345678901,False,False
274,3,546,0,0,0,0,0,Tik Toker,False,No bio yet,0,edenygadowujy,False,True
51,7005,7,456800,126,0,0,3,Kickadinross,False,"Kick App
Guys what do you think David Stromberg is doing rn",3,kickadinross_,False,False
59,2800000,101,9500000,10,0,0,0,VEGETTA777,False,💜 Youtuber amante de los unicornios. 💜,0,vegetta777,True,False
0,2,523,0,11,0,0,0,ringwasimycdi,False,,0,ringwasimycdi,False,True
15500,228,658,0,0,0,0,0,Girolamo Vacchiano,False,,0,girolamovacchiano,False,False
0,2,547,0,11,0,0,0,zinssustridsosa,False,,0,zinssustridsosa,False,True
3203,140,103,0,0,0,0,0,Isabella Schembri485,False,,0,isabellaschembri0,False,False
413,0,535,0,0,0,0,0,Tik Toker,False,No bio yet,0,lidajefyvetix,False,True
2191,10200,31,391800,18,0,0,3,W90s,False,👿“Say HELLO to my little friend”😈,0,win_90_loss,False,False
23500,11000,522,664200,96,0,0,0,Sam Redgate-Large,False,"F1 and Football content.
Views are my own
10% off F1 Mystery Boxes👇",0,samredgatelarge,False,False
366,3,737,0,0,0,0,0,Tik Toker,False,No bio yet,0,evotozelom934,False,True
942,5449,67,249500,82,0,0,0,CR7,False,"🇵🇹
  🇦🇷
   🇧🇷
FOLLOW🤲🤩
Respect All Player!!",0,manzil.ronny7,False,False
4187,2853,16,76200,47,0,0,0,Norwaycoldwithit🇳🇴😮‍💨🥶,False,The official Norway nationalteam fanpage🇳🇴 Epic historical highlights+more🔥✨,0,norwaynationalteamfanpag,False,False
419,1,569,0,0,0,0,0,Tik Toker,False,No bio yet,0,ojyxevanemexim,False,True
1307,8849,29,325900,18,0,0,0,Bibexdeedamny,False,"ALLAH 🧎☝️
Cristiano Ronaldo 
Banned at 260k 💔😔",0,_bibexdeedamny1_,False,False
322,1,503,0,0,0,0,0,Tik Toker,False,No bio yet,0,ofigivakaqym549,False,True
18000,67,32,46,2,0,0,0,selivanja2,False,,0,selivanja2,False,False
277,1,573,0,0,0,0,0,Tik Toker,False,No bio yet,0,atogemudysojek,False,True
232,80,19,0,0,0,0,0,dilakarimova80,False,,0,dila.774,False,False
21200,418,540,3467,548,1,0,0,darlingAngel,False,happy,0,iced_caramel_macchiato0,False,False
72,3822,1,56500,48,0,0,0,football live,False,عاشقة كرة القدم🥹يرجى متابعة صفحة لكي يصلك كل جديد عن كرة قدم 🙏🏼🙏🏼,0,football_live03,False,False
12200,721,196,529,1,0,0,0,💆🏻‍♀️,False,,0,filomena__pacia._,False,False
411,1,701,0,0,0,0,0,Tik Toker,False,No bio yet,0,osysenipal820,False,True
165,89,32,190,13,0,0,0,roccobusiello76,False,,0,roccobusiello76,False,False
9,142,2,0,0,0,0,0,annacuomo75,False,,0,annacuomo75,False,False
1522,796,4498,369,10,0,0,0,Ursu Petrică,False,,0,petricaursu14,False,False
1380,28,317,0,0,0,0,0,Antonio Fornaro462,False,,0,antoniofornaro86,False,False
304,2,720,0,0,0,0,0,Tik Toker,False,No bio yet,0,usuhofefahave,False,True
6,8680,0,153300,157,0,0,0,Poker Stars,False,,0,allynwcs3ey,False,False
7744,521,472,2181,61,0,0,0,seconda repubblica tedesca,False,"-erede dell'impero tedesco 
-esercito  in work in progress",0,repubblicatedesca2,False,False
328,1885,40,143900,140,0,0,0,Derby till i die,False,@FifaTeabag is a 🔔 end,0,football.clips154,False,False
321,1,567,0,0,0,0,0,Tik Toker,False,No bio yet,0,ivyruvacude880,False,True
2660,409,327,742,21,0,0,0,fiorindagisondi70,False,,0,fiorindagisondi70,False,False
362,303,206,168,10,0,0,0,Nello Trionfo,False,,0,nellotrionfo83,False,False
1644,576,810,30,1,0,0,0,pierangelomaini,False,,0,pierangelomaini,False,False
2926,5800000,15,268900000,2032,0,0,0,SPORTbible,False,"The best SPORT videos on TikTok
⚽️⛳️🥊🎾🏀",0,sportbible,True,False
833,7384,11,1300000,443,0,0,0,OtEdits,False,⬆️ Hit that button,0,otedits_,False,False
293,52,8283,0,0,0,0,0,user43273525971,True,No bio yet,0,dcfnvryop292572cwx,False,True
4165,348,2299,351,23,0,0,0,Andrea1983,False,...Sono felicemente uno spirito libero...,0,andreaiuorio1983,False,False
195,4216,16,25000,6,0,0,0,رودري 🤍🔥,False,استغفر الله العظيم واتوب إليه,0,rodri21go,False,False
3999,167,72,0,0,0,0,0,Biancarosa Graziano,False,,0,biancarosagrazian,False,False
1045,11600000,114,130000000,564,0,0,0,МИР ГЛАЗАМИ МИКРОСКОПА,False,"FOR BUSINESS: roman1990kamburov@gmail.com
↘️TELEGRAM ↙️",0,mir_glazami_microscopa,True,False
811,732,819,2406,189,0,0,0,Autilia Lia Pugliese,False,,0,autilialiapuglies,False,False
0,28,33,0,0,0,0,0,mariadelbo950,False,,0,mariadelbo950,False,False
355,54,9964,0,0,0,0,0,ETHEL,True,,0,rzixldyaib16163lnjxuj,False,True
2716,2401,160,17800,87,0,0,0,Amer faylasuf,False,حكم وأقوال + معلومات مفيدة +مقاطع رياضية.. الخ,0,f.albahth,False,False
7082,505,202,40200,9,0,0,0,Shai 💙,False,Twitter: Trenaeeee_ IG: trenaee21_,0,trenaee21,False,False
56500,934,205,8124,108,0,3,1,Rosalba Vona,False,naples🇮🇹,1,_i_m_r_o_s_y_,False,False
291,1,534,0,0,0,0,0,Tik Toker,False,No bio yet,0,ifylyjidycoza,False,True
326,0,707,0,0,0,0,0,Tik Toker,False,No bio yet,0,afopiqagyloh495,False,True
542,1200000,16,5700000,65,0,0,0,Alessandro Del Piero,False,,0,alessandrodelpiero,True,False
321,0,542,0,0,0,0,0,Tik Toker,False,No bio yet,0,bahefojebyjev,False,True
1989,666,1055,3185,107,0,0,0,Matheus Claus Fan,False,"Italian Fanpage dedicated to @CLAUS
instagram @matheusclausfan",0,matheusclausfan1983,False,False
447,0,526,0,0,0,0,0,Tik Toker,False,No bio yet,0,okyleconoqi190,False,True
461,1,489,0,0,0,0,0,Tik Toker,False,No bio yet,0,ucarucorobyne,False,True
306,3,596,0,0,0,0,0,Tik Toker,False,No bio yet,0,yciluhowit789,False,True
418,2,703,0,0,0,0,0,Tik Toker,False,No bio yet,0,gecylabifawydo,False,True
403,2,738,0,0,0,0,0,Tik Toker,False,No bio yet,0,ityhucefeh475,False,True
367,3,698,0,0,0,0,0,Tik Toker,False,No bio yet,0,wimuvygovic502,False,True
480,0,550,0,0,0,0,0,Tik Toker,False,No bio yet,0,ecavalycoz736,False,True
0,6,254,0,0,0,0,0,Tik Toker,False,No bio yet,0,millriborikthe,False,True
566,54,7687,0,0,0,0,0,user51662835155,True,No bio yet,0,rgjgsx9684925ettc,False,True
106,232,70,28900,53,0,0,0,power12,False,كوميديه 😂ورياكشن🎥,0,abbander7,False,False
313,0,533,0,0,0,0,0,Tik Toker,False,No bio yet,0,yqidocuzycu807,False,True
76,396,57,57800,38,0,0,0,Silr Inspire,False,DAILY UPLOAD!!  Follow and check my YOUTUBE,0,silrinspire,False,False
356,1,555,0,0,0,0,0,Tik Toker,False,No bio yet,0,somuqyrekujo963,False,True
6568,3176,171,116500,808,0,0,0,Ariz Keshwani,False,"weight loss and life as a med student
-75.1lbs",0,arizkeshwani,False,False
37,1698,3,167500,29,0,0,0,j,False,@thelazzinho fanpage🔥,0,j.lazza,False,False
385,0,643,0,0,0,0,0,Tik Toker,False,No bio yet,0,titopinacexex,False,True
5146,775,770,6975,66,0,0,3,**NaTa**,False,Наталья,0,user6261328062039,False,False
19,28,25,22,0,0,0,0,user8042620956057hasancoskun,False,,0,mehcos1,False,False
425,2,540,0,0,0,0,0,Tik Toker,False,No bio yet,0,utavibukyp107,False,True
573,2499,4,100700,69,0,0,3,Ai Arabic,False,I create songs using Artificial Intelligence,3,aiarabicmusic,False,False
888,126,207,872,80,0,0,0,ÆMindset🦅,False,"Software automatico 
 👨‍💻📈https://direct.me/aemindset",0,aemindset,False,False
319,1,533,0,0,0,0,0,Tik Toker,False,No bio yet,0,ogifuhiwidyheh,False,True
86,135,161,9,1,0,0,0,Marco Antônio Cos413,False,,0,userkqsu0gjbfn,False,False
2,423,25,0,0,0,0,0,mariagraziabiancardi7,False,,0,mariagraziabiancardi7,False,False
395,2,556,0,0,0,0,0,Tik Toker,False,No bio yet,0,likajigosi381,False,True
284,0,539,0,0,0,0,0,Tik Toker,False,No bio yet,0,yvihutarem744,False,True
391,71,9613,0,0,0,0,0,ANNIE,True,,0,mrwlmj6713gwmnky,False,True
317,1,515,0,0,0,0,0,Tik Toker,False,No bio yet,0,ewusosaquqotas,False,True
26100,3890,234,263700,12,0,0,3,clauuuuu,False,🤪,3,20000cccc,False,False
4879,1415,108,68000,29,0,0,0,xrst,False,"LM10🇦🇷🐐
CR7🇵🇹🐐
LOS BLANCOS🤍
🎯2000❤️🐐",0,xrst.ftbl,False,False
296,0,694,0,0,0,0,0,Tik Toker,False,No bio yet,0,pilirutihiviw,False,True
381,1,514,0,0,0,0,0,Tik Toker,False,No bio yet,0,ycywalenyzygix,False,True
328,6628,171,62800,171,0,0,0,MatchMomentss,False,"Battles on Tik TOK
Double Taps, Comments, Shares, Saves
Are welcomed.",0,matchmomentss,False,False
365,0,540,0,0,0,0,0,Tik Toker,False,No bio yet,0,wipazuwenohege,False,True
17800,667,10,43600,11,0,0,0,Jihad ً,False,سبحان الله,0,plkoib,False,False
1443,60,9980,0,0,0,0,0,VALERIE,True,,0,jxmofg105354vqf,False,True
308,1,676,0,0,0,0,0,Tik Toker,False,No bio yet,0,cexekekelicuj,False,True
285,2,532,0,0,0,0,0,Tik Toker,False,No bio yet,0,xemahebuje811,False,True
229,2,520,0,0,0,0,0,Tik Toker,False,No bio yet,0,lodijafimopuwu,False,True
228,0,534,0,0,0,0,0,Tik Toker,False,No bio yet,0,ydusitazokaqo,False,True
1998,841,203,941,4,0,3,1,Mica,False,somos lo que elegimos ser🤪,1,micaa__ook,False,False
419,3,689,0,0,0,0,0,Tik Toker,False,No bio yet,0,owomicujegyv230,False,True
319,1,541,0,0,0,0,0,Tik Toker,False,No bio yet,0,yzovepapixi288,False,True
322,58,39,0,0,0,0,0,IMPERO AFGHANISTANO,False,Alleanze:🇺🇲🇲🇰🇧🇦🇱🇧🇰🇿🇵🇱🇮🇹🇰🇷🇵🇹🇬🇱,0,impero.afghanistan._,False,False
1453,459,1161,1334,102,0,0,0,Miki Ko611,False,,0,mikiko037,False,False
1,63,74,0,0,0,0,0,rinodellapietra,False,,0,rinodellapietra,False,False
600,1,708,0,0,0,0,0,Tik Toker,False,No bio yet,0,zypolobawuro789,False,True
345,1,699,0,0,0,0,0,Tik Toker,False,No bio yet,0,cedexozire739,False,True
359,1,750,0,0,0,0,0,Tik Toker,False,No bio yet,0,etawasinywy537,False,True
0,2,607,0,11,0,0,0,pharbaiwritbilwind,False,,0,pharbaiwritbilwind,False,True
409,75,9968,0,0,0,0,0,mbdlnxs5288200wluqfn,True,,0,mbdlnxs5288200wluqfn,False,True
12000,530,104,28800,124,0,0,0,Creative.videos___6,False,📸🎥🎬,0,creative.videos___6,False,False
0,3,232,0,0,0,0,0,Tik Toker,False,No bio yet,0,surppuzzdustmending,False,True
86,4231,1,838400,1107,0,0,0,SimpTv,False,"📆 Content all day, everyday 
🙌Follow the IG @simptv
📲Instagram: 170k",0,notsimptv,False,False
401,5,717,1,0,0,0,0,Tik Toker,False,No bio yet,0,owijarezinyj641,False,True
400,0,535,0,0,0,0,0,Tik Toker,False,No bio yet,0,awubetyroneji,False,True
6161,659,3833,0,0,0,0,0,oharaciuzza,False,,0,oharaciuzza,False,False
23300,52400000,244,1100000000,1724,0,0,0,YZ,False,"Spreading good vibes, love and happiness since 1998 ✨💝
📧younes@totallymgmt.com",0,youneszarou,True,False
209,324400,5,3300000,40,0,0,0,Ruth B.,False,rip vine,0,ruuthb,True,False
409,2,583,0,0,0,0,0,Tik Toker,False,No bio yet,0,agamylivututo,False,True
0,71,9715,0,0,0,0,0,Barton Lucas,False,,0,z2d0fe748d1,False,True
1629,574,630,2261,95,0,0,0,gavinocerqua3,False,,0,gavinocerqua3,False,False
480,1,543,0,0,0,0,0,Tik Toker,False,No bio yet,0,erakimupilu184,False,True
392,0,556,0,0,0,0,0,Tik Toker,False,No bio yet,0,momohepahyp211,False,True
0,4,261,0,0,0,0,0,Tik Toker,False,No bio yet,0,oveasgersike,False,True
329,3,545,0,0,0,0,0,Tik Toker,False,No bio yet,0,dycebazawov716,False,True
3826,11100,300,495000,17,0,0,0,Draa',True,"those who want cool soccer shoes, please click the basket below 👇",0,draa495,False,False
329,0,615,0,0,0,0,0,Tik Toker,False,No bio yet,0,xoqyqofolotac,False,True
333,2,548,0,0,0,0,0,Tik Toker,False,No bio yet,0,olevudalag668,False,True
0,11,1107,0,11,0,0,0,varicondoca,False,,0,varicondoca,False,True
459,4309,61,86000,113,0,0,0,عبدالرحمن البشري,False,Snap : mffm_ixt,0,f_117ghost,False,False
333,4,613,0,0,0,0,0,Tik Toker,False,No bio yet,0,edevadigaje193,False,True
17300,130,639,424,31,0,0,0,raishameed99,False,❤مجھے جینا ہے تیرے بنا❤,0,raishameed99,False,False
21600,748,9666,95,3,0,3,1,Salvatore Volino,False,,1,salvatorevolino,False,False
133,18,51,0,0,0,0,0,ciceradasilvapere5,False,,0,ciceradasilvapere5,False,False
0,1,248,0,0,0,0,0,Tik Toker,False,No bio yet,0,cepfensfreehtiwin,False,True
692,8500000,31,73600000,729,0,0,0,ligue1ubereats,False,The official Ligue 1 Uber Eats TikTok account.,0,ligue1ubereats,True,False
1187,602,2684,22,0,0,0,0,marcio,False,Basketball🏀,0,nonmericordo_6,False,False
387,4,575,0,0,0,0,0,Tik Toker,False,No bio yet,0,muveribizaf500,False,True
323,0,724,0,0,0,0,0,Tik Toker,False,No bio yet,0,gusafezatep679,False,True
456,0,559,0,0,0,0,0,Tik Toker,False,No bio yet,0,kodusecofolyvo,False,True
363,1,501,0,0,0,0,0,Tik Toker,False,No bio yet,0,tedalatejywuj,False,True
367,3,727,0,0,0,0,0,Tik Toker,False,No bio yet,0,pobomeboqi765,False,True
0,20,0,234,6,0,0,0,Open me,False,Do you want more? Follow the tag in the video,0,sierraygdsl,False,False
310,1,732,0,0,0,0,0,Tik Toker,False,No bio yet,0,jaqysahuxozuvo,False,True
11,235,433,264,46,0,0,0,Runningchepassione,False,,0,runningsolopassione,False,False
339,3,558,0,0,0,0,0,Tik Toker,False,No bio yet,0,uxygokulezafa,False,True
0,1,304,0,0,0,0,0,Tik Toker,False,No bio yet,0,vulsaylegoodcult,False,True
253,73,9964,0,0,0,0,0,JO,True,,0,srgdfor8209581jkzpsh,False,True
0,1,546,0,11,0,0,0,dreaminraconbuck,False,,0,dreaminraconbuck,False,True
0,4,539,0,11,0,0,0,matvidimoththing,False,,0,matvidimoththing,False,True
68900,777,1172,2981,10,0,0,0,Valentina Benvenuti,False,,0,valentinabenvenut3,False,False
473,4,601,0,0,0,0,0,Tik Toker,False,No bio yet,0,ozimawapused293,False,True
400,1,532,0,0,0,0,0,Tik Toker,False,No bio yet,0,ypimifycydodox,False,True
1457,46,8565,0,0,0,0,0,GWEN,True,,0,duyznlgdhf008664urxptd,False,True
508,1,577,0,0,0,0,0,Tik Toker,False,No bio yet,0,iliwepudupu384,False,True
480,0,555,0,0,0,0,0,Tik Toker,False,No bio yet,0,ejuhokycatejid,False,True
360,0,709,0,0,0,0,0,Tik Toker,False,No bio yet,0,yvykujowuvix892,False,True
1491,10500,22,454600,294,0,0,0,keon5000,False,ig: keon5tysi,0,keon5000,False,False
996,107,422,784,97,1,3,3,antoniosavino819,False,,3,antoniosavino819,False,False
2410,102,1213,16,3,0,0,0,saralves7463,False,o senhor é meu pastor e nada me faltará 🙌,0,saracosta7463,False,False
447,5,744,0,0,0,0,0,Tik Toker,False,No bio yet,0,egaqotuhunivom,False,True
4934,261,235,699,30,0,0,0,GraziellaPatrizio69,False,,0,graziellapatrizio69,False,False
39100,425,1481,227,22,0,0,0,yannis.lumpi,False,,0,yannis.lumpi,False,False
379,3,531,0,0,0,0,0,Tik Toker,False,No bio yet,0,axuromacufe825,False,True
58700,688,1055,77,1,0,0,0,Speranza Michele Di,False,,0,speranzadilorenzo,False,False
103,336,422,125,2,0,0,0,🦢> 𝐌𝐚𝐥𝐮 <🦢,False,"|| 0,2k!!:➤ 𖥻𝙘𝙝𝙖𝙧𝙡𝙞⊹ 🂱 ⚓︎ ꒱
𐚱 you’re gorg 𖧧𖡜̸
𓈈 stay safe! 🐼ﾐ
⤖ 🐘",0,whitechocolate.charles,False,False
2,5221,9,1200000,18,0,0,0,billyoppenheimer,False,writing/research assistant to @ryanholiday | writing: billyoppenheimer.com,0,billyoppenheimer,False,False
3368,2230,247,461900,15,0,3,1,⠀ ⠀ ⠀ ⠀ ⠀ ⠀,False,,1,dead_shoe,False,False
298,0,563,0,0,0,0,0,Tik Toker,False,No bio yet,0,ilyloromazul151,False,True
351,3,701,0,0,0,0,0,Tik Toker,False,No bio yet,0,akewodidyjy791,False,True
4805,501,751,1282,41,0,0,0,❤️ SAHEL__AHMED ❤️,True,🖤..MUSLIM..🖤,0,sahel_ahmed88,False,False
122,22,47,114,18,0,0,0,Mario,False,,0,ragnarlotborg,False,False
304,3,575,0,0,0,0,0,Tik Toker,False,No bio yet,0,aqedoxifuq111,False,True
29200,2679,221,64500,46,0,0,1,Bojadi,False,"بوجدي 
مانشستراوي حتى النخاع👹
راندي الأعظم🐍
حسابي في الإنستا : mohammed_aljadi",1,bojadi_,False,False
70,69,95,6,1,0,0,0,Braxil-11,False,,0,brazilx.11,False,False
28400,329,331,1005,61,0,0,0,Countryball_OLANDA,False,Farò video di calcio di stumble e forse di countryball,0,countryball_olanda,False,False
0,78,707,0,0,0,0,0,rvekt,False,"Please follow me
My husband is on a business trip for half a month and needs a man to",0,rvekt,False,False
250,1,518,0,0,0,0,0,Tik Toker,False,No bio yet,0,ozysoderada986,False,True
0,0,0,1,6,0,0,0,user2171878776310,False,,0,user21718787763107,False,False
14,90,127,11,1,0,0,0,Tobias Brown,False,,0,ericbrown964,False,False
5,438,3,0,0,0,0,0,paolabotta127,False,,0,paolabotta127,False,False
323,1,638,0,0,0,0,0,Tik Toker,False,No bio yet,0,ecemynikequs451,False,True
420,4,730,0,0,0,0,0,Tik Toker,False,No bio yet,0,jokefezuxoxu879,False,True
6,11,24,1,0,0,0,0,user2726710405503,False,,0,user2726710405503,False,False
4927,3656,374,149900,34,0,3,3,Rubiilax,False,Bon vous êtes trop chaud go 10k ✅,3,clipedddddr,False,False
441,37,243,0,0,0,0,0,danyferrent,False,,0,danyferrent,False,False
266,1,553,0,0,0,0,0,Tik Toker,False,No bio yet,0,ukonotehiq871,False,True
451,0,567,0,0,0,0,0,Tik Toker,False,No bio yet,0,mygejygufevyz,False,True
364,56,9982,0,0,0,0,0,LETICIA,True,,0,vzeorufigx099980idabwe,False,True
80,22,31,0,0,0,0,0,Guerino Graziano518,False,,0,guerinograziano51,False,False
